name	d2_type	code	type	sub_type	img_name	size_x	size_y
Hyperion Spear	spea	7sr	weapon	spear	spear.sprite.00.png	2	4
Fuscina	spea	9tr	weapon	spear	trident.sprite.00.png	2	4
Yari	spea	9st	weapon	spear	spetum.sprite.00.png	2	4
Stygian Pike	spea	7tr	weapon	spear	trident.sprite.00.png	2	4
Ghost Spear	spea	7st	weapon	spear	spetum.sprite.00.png	2	4
Short Staff	staf	sst	weapon	staff	short_staff.sprite.00.png	1	3
Long Staff	staf	lst	weapon	staff	long_staff.sprite.00.png	1	4
Gnarled Staff	staf	cst	weapon	staff	gnarled_staff.sprite.00.png	1	4
Battle Staff	staf	bst	weapon	staff	battle_staff.sprite.00.png	1	4
War Staff	staf	wst	weapon	staff	war_staff.sprite.00.png	1	4
Horadric Staff	staf	hst	weapon	staff	horadric_staff.sprite.00.png	1	4
Staff of the Kings	staf	msf	weapon	staff	staff_of_the_kings.sprite.00.png	1	4
Jo Staff	staf	8ss	weapon	staff	short_staff.sprite.00.png	1	3
Walking Stick	staf	6ss	weapon	staff	short_staff.sprite.00.png	1	3
Cedar Staff	staf	8cs	weapon	staff	gnarled_staff.sprite.00.png	1	4
Elder Staff	staf	6cs	weapon	staff	gnarled_staff.sprite.00.png	1	4
Rune Staff	staf	8ws	weapon	staff	war_staff.sprite.00.png	1	4
Archon Staff	staf	6ws	weapon	staff	war_staff.sprite.00.png	1	4
Quarterstaff	staf	8ls	weapon	staff	battle_staff.sprite.00.png	1	4
Gothic Staff	staf	8bs	weapon	staff	battle_staff.sprite.00.png	1	4
Stalagmite	staf	6ls	weapon	staff	battle_staff.sprite.00.png	1	4
Shillelah	staf	6bs	weapon	staff	battle_staff.sprite.00.png	1	4
Two-Handed Sword	swor	2hs	weapon	sword	two_handed_sword.sprite.00.png	1	4
Legend Sword	swor	72h	weapon	sword	two_handed_sword.sprite.00.png	1	4
Champion Sword	swor	7b7	weapon	sword	bastard_sword.sprite.00.png	1	4
Conquest Sword	swor	7bs	weapon	sword	broad_sword.sprite.00.png	2	3
Highland Blade	swor	7cm	weapon	sword	claymore.sprite.00.png	1	4
Phase Blade	swor	7cr	weapon	sword	crystal_sword.sprite.00.png	2	3
Colossal Sword	swor	7fb	weapon	sword	flamberge.sprite.00.png	2	4
Hydra Edge	swor	7fc	weapon	sword	falchion.sprite.00.png	1	3
Colossus Blade	swor	7gd	weapon	sword	great_sword.sprite.00.png	2	4
Balrog Blade	swor	7gs	weapon	sword	giant_sword.sprite.00.png	1	4
Cryptic Sword	swor	7ls	weapon	sword	long_sword.sprite.00.png	2	3
Elegant Blade	swor	7sb	weapon	sword	saber.sprite.00.png	1	3
Ataghan	swor	7sm	weapon	sword	scimitar.sprite.00.png	1	3
Falcata	swor	7ss	weapon	sword	short_sword.sprite.00.png	1	3
Mythical Sword	swor	7wd	weapon	sword	war_sword.sprite.00.png	1	3
Espadon	swor	92h	weapon	sword	two_handed_sword.sprite.00.png	1	4
Gothic Sword	swor	9b9	weapon	sword	bastard_sword.sprite.00.png	1	4
Battle Sword	swor	9bs	weapon	sword	broad_sword.sprite.00.png	2	3
Dacian Falx	swor	9cm	weapon	sword	claymore.sprite.00.png	1	4
Dimensional Blade	swor	9cr	weapon	sword	crystal_sword.sprite.00.png	2	3
Zweihander	swor	9fb	weapon	sword	flamberge.sprite.00.png	2	4
Tulwar	swor	9fc	weapon	sword	falchion.sprite.00.png	1	3
Executioner Sword	swor	9gd	weapon	sword	great_sword.sprite.00.png	2	4
Tusk Sword	swor	9gs	weapon	sword	giant_sword.sprite.00.png	1	4
Rune Sword	swor	9ls	weapon	sword	long_sword.sprite.00.png	2	3
Shamshir	swor	9sb	weapon	sword	saber.sprite.00.png	1	3
Cutlass	swor	9sm	weapon	sword	scimitar.sprite.00.png	1	3
Gladius	swor	9ss	weapon	sword	short_sword.sprite.00.png	1	3
Ancient Sword	swor	9wd	weapon	sword	war_sword.sprite.00.png	1	3
Broad Sword	swor	bsd	weapon	sword	broad_sword.sprite.00.png	2	3
Bastard Sword	swor	bsw	weapon	sword	bastard_sword.sprite.00.png	1	4
Claymore	swor	clm	weapon	sword	claymore.sprite.00.png	1	4
Crystal Sword	swor	crs	weapon	sword	crystal_sword.sprite.00.png	2	3
Flamberge	swor	flb	weapon	sword	flamberge.sprite.00.png	2	4
Falchion	swor	flc	weapon	sword	falchion.sprite.00.png	1	3
Giant Sword	swor	gis	weapon	sword	giant_sword.sprite.00.png	1	4
Great Sword	swor	gsd	weapon	sword	great_sword.sprite.00.png	1	4
Long Sword	swor	lsd	weapon	sword	long_sword.sprite.00.png	2	3
Saber	swor	sbr	weapon	sword	saber.sprite.00.png	1	3
Scimitar	swor	scm	weapon	sword	scimitar.sprite.00.png	1	3
Short Sword	swor	ssd	weapon	sword	short_sword.sprite.00.png	1	3
War Sword	swor	wsd	weapon	sword	war_sword.sprite.00.png	1	3
Throwing Axe	taxe	tax	weapon	axe	throwing_axe.sprite.00.png	1	2
Balanced Axe	taxe	bal	weapon	axe	balanced_axe.sprite.00.png	2	3
Francisca	taxe	9ta	weapon	axe	throwing_axe.sprite.00.png	1	2
Hurlbat	taxe	9b8	weapon	axe	balanced_axe.sprite.00.png	2	3
Flying Axe	taxe	7ta	weapon	axe	throwing_axe.sprite.00.png	1	2
Winged Axe	taxe	7b8	weapon	axe	balanced_axe.sprite.00.png	2	3
Throwing Knife	tkni	tkf	weapon	knife	throwing_knife.sprite.00.png	1	2
Balanced Knife	tkni	bkf	weapon	knife	balanced_knife.sprite.00.png	1	2
Battle Dart	tkni	9tk	weapon	knife	throwing_knife.sprite.00.png	1	2
War Dart	tkni	9bk	weapon	knife	balanced_knife.sprite.00.png	1	2
Flying Knife	tkni	7tk	weapon	knife	throwing_knife.sprite.00.png	1	2
Winged Knife	tkni	7bk	weapon	knife	balanced_knife.sprite.00.png	1	2
Quilted Armor	tors	qui	armor	armor	quilted_armor.sprite.00.png	2	3
Leather Armor	tors	lea	armor	armor	leather_armor.sprite.00.png	2	3
Hard Leather Armor	tors	hla	armor	armor	hard_leather_armor.sprite.00.png	2	3
Studded Leather	tors	stu	armor	armor	studded_leather.sprite.00.png	2	3
Ring Mail	tors	rng	armor	armor	ring_mail.sprite.00.png	2	3
Scale Mail	tors	scl	armor	armor	scale_mail.sprite.00.png	2	3
Chain Mail	tors	chn	armor	armor	chain_mail.sprite.00.png	2	3
Breast Plate	tors	brs	armor	armor	breast_plate.sprite.00.png	2	3
Splint Mail	tors	spl	armor	armor	splint_mail.sprite.00.png	2	3
Plate Mail	tors	plt	armor	armor	plate_mail.sprite.00.png	2	3
Field Plate	tors	fld	armor	armor	field_plate.sprite.00.png	2	3
Gothic Plate	tors	gth	armor	armor	gothic_plate.sprite.00.png	2	3
Full Plate Mail	tors	ful	armor	armor	full_plate_mail.sprite.00.png	2	3
Ancient Armor	tors	aar	armor	armor	ancient_armor.sprite.00.png	2	3
Light Plate	tors	ltp	armor	armor	light_plate.sprite.00.png	2	3
Ghost Armor	tors	xui	armor	armor	quilted_armor.sprite.00.png	2	3
Serpentskin Armor	tors	xea	armor	armor	leather_armor.sprite.00.png	2	3
Demonhide Armor	tors	xla	armor	armor	hard_leather_armor.sprite.00.png	2	3
Trellised Armor	tors	xtu	armor	armor	studded_leather.sprite.00.png	2	3
Linked Mail	tors	xng	armor	armor	ring_mail.sprite.00.png	2	3
Tigulated Mail	tors	xcl	armor	armor	scale_mail.sprite.00.png	2	3
Mesh Armor	tors	xhn	armor	armor	chain_mail.sprite.00.png	2	3
Cuirass	tors	xrs	armor	armor	breast_plate.sprite.00.png	2	3
Russet Armor	tors	xpl	armor	armor	splint_mail.sprite.00.png	2	3
Templar Coat	tors	xlt	armor	armor	plate_mail.sprite.00.png	2	3
Sharktooth Armor	tors	xld	armor	armor	field_plate.sprite.00.png	2	3
Embossed Plate	tors	xth	armor	armor	gothic_plate.sprite.00.png	2	3
Chaos Armor	tors	xul	armor	armor	full_plate_mail.sprite.00.png	2	3
Ornate Armor	tors	xar	armor	armor	ancient_armor.sprite.00.png	2	3
Mage Plate	tors	xtp	armor	armor	light_plate.sprite.00.png	2	3
Dusk Shroud	tors	uui	armor	armor	quilted_armor.sprite.00.png	2	3
Wyrmhide	tors	uea	armor	armor	leather_armor.sprite.00.png	2	3
Scarab Husk	tors	ula	armor	armor	hard_leather_armor.sprite.00.png	2	3
Wire Fleece	tors	utu	armor	armor	studded_leather.sprite.00.png	2	3
Diamond Mail	tors	ung	armor	armor	ring_mail.sprite.00.png	2	3
Loricated Mail	tors	ucl	armor	armor	scale_mail.sprite.00.png	2	3
Boneweave	tors	uhn	armor	armor	chain_mail.sprite.00.png	2	3
Great Hauberk	tors	urs	armor	armor	breast_plate.sprite.00.png	2	3
Balrog Skin	tors	upl	armor	armor	splint_mail.sprite.00.png	2	3
Hellforged Plate	tors	ult	armor	armor	plate_mail.sprite.00.png	2	3
Kraken Shell	tors	uld	armor	armor	field_plate.sprite.00.png	2	3
Lacquered Plate	tors	uth	armor	armor	gothic_plate.sprite.00.png	2	3
Shadow Plate	tors	uul	armor	armor	full_plate_mail.sprite.00.png	2	3
Sacred Armor	tors	uar	armor	armor	ancient_armor.sprite.00.png	2	3
Archon Plate	tors	utp	armor	armor	light_plate.sprite.00.png	2	3
Boneweave [S]	tors	rar	armor	armor	chain_mail.sprite.00.png	2	3
Rancid Gas Potion	tpot	gps	weapon	potion	choking_gas_potion.sprite.00.png	1	1
TPot Gas Large	tpot	tpgl	weapon	potion	choking_gas_potion.sprite.00.png	1	1
TPot Cold Small	tpot	tpcs	weapon	potion	choking_gas_potion.sprite.00.png	1	1
Choking Gas Potion	tpot	gpm	weapon	potion	choking_gas_potion.sprite.00.png	1	1
Strangling Gas Potion	tpot	gpl	weapon	potion	choking_gas_potion.sprite.00.png	1	1
TPot Gas Small	tpot	tpgs	weapon	potion	choking_gas_potion.sprite.00.png	1	1
TPot Gas Medium	tpot	tpgm	weapon	potion	choking_gas_potion.sprite.00.png	1	1
TPot Cold Medium	tpot	tpcm	weapon	potion	choking_gas_potion.sprite.00.png	1	1
TPot Cold Large	tpot	tpcl	weapon	potion	choking_gas_potion.sprite.00.png	1	1
Oil Potion	tpot	ops	weapon	potion	choking_gas_potion.sprite.00.png	1	1
Exploding Potion	tpot	opm	weapon	potion	choking_gas_potion.sprite.00.png	1	1
TPot Fire Medium	tpot	tpfm	weapon	potion	choking_gas_potion.sprite.00.png	1	1
TPot Fire Large	tpot	tpfl	weapon	potion	choking_gas_potion.sprite.00.png	1	1
TPot Light Small	tpot	tpls	weapon	potion	choking_gas_potion.sprite.00.png	1	1
TPot Light Medium	tpot	tplm	weapon	potion	choking_gas_potion.sprite.00.png	1	1
Fulminating Potion	tpot	opl	weapon	potion	choking_gas_potion.sprite.00.png	1	1
TPot Fire Small	tpot	tpfs	weapon	potion	choking_gas_potion.sprite.00.png	1	1
TPot Light Large	tpot	tpll	weapon	potion	choking_gas_potion.sprite.00.png	1	1
Tomb Wand	wand	9bw	weapon	wand	bone_wand.sprite.00.png	1	2
Grave Wand	wand	9gw	weapon	wand	grim_wand.sprite.00.png	1	2
Lich Wand	wand	7bw	weapon	wand	bone_wand.sprite.00.png	1	2
Unearthed Wand	wand	7gw	weapon	wand	grim_wand.sprite.00.png	1	2
Wand	wand	wnd	weapon	wand	wand.sprite.00.png	1	2
Yew Wand	wand	ywn	weapon	wand	yew_wand.sprite.00.png	1	2
Bone Wand	wand	bwn	weapon	wand	bone_wand.sprite.00.png	1	2
Grim Wand	wand	gwn	weapon	wand	grim_wand.sprite.00.png	1	2
Burnt Wand	wand	9wn	weapon	wand	wand.sprite.00.png	1	2
Polished Wand	wand	7wn	weapon	wand	wand.sprite.00.png	1	2
Petrified Wand	wand	9yw	weapon	wand	yew_wand.sprite.00.png	1	2
Ghost Wand	wand	7yw	weapon	wand	yew_wand.sprite.00.png	1	2
Balista	xbow	8hx	weapon	bow	heavy_crossbow.sprite.00.png	2	4
Chu-Ko-Nu	xbow	8rx	weapon	bow	repeating_crossbow.sprite.00.png	2	3
Colossus Crossbow	xbow	6hx	weapon	bow	heavy_crossbow.sprite.00.png	2	4
Demon Crossbow	xbow	6rx	weapon	bow	repeating_crossbow.sprite.00.png	2	3
Light Crossbow	xbow	lxb	weapon	bow	light_crossbow.sprite.00.png	2	3
Crossbow	xbow	mxb	weapon	bow	crossbow.sprite.00.png	2	3
Heavy Crossbow	xbow	hxb	weapon	bow	heavy_crossbow.sprite.00.png	2	4
Repeating Crossbow	xbow	rxb	weapon	bow	repeating_crossbow.sprite.00.png	2	3
Arbalest	xbow	8lx	weapon	bow	light_crossbow.sprite.00.png	2	3
Siege Crossbow	xbow	8mx	weapon	bow	crossbow.sprite.00.png	2	3
Pellet Bow	xbow	6lx	weapon	bow	light_crossbow.sprite.00.png	2	3
Gorgon Crossbow	xbow	6mx	weapon	bow	crossbow.sprite.00.png	2	3
elixir	elixir	elx	misc	potion	elixir.sprite.00.png	1	1
Healing Potion	Healing Potion	hpo	misc	potion	greater_healing_potion.sprite.00.png	1	1
Mana Potion	Mana Potion	mpo	misc	potion	greater_mana_potion.sprite.00.png	1	1
Full Healing Potion	Full Healing Potion	hpf	misc	potion	greater_healing_potion.sprite.00.png	1	1
Full Mana Potion	Full Mana Potion	mpf	misc	potion	greater_mana_potion.sprite.00.png	1	1
Stamina Potion	Stamina Potion	vps	misc	potion	stamina_potion.sprite.00.png	1	1
Antidote Potion	Antidote Potion	yps	misc	potion	antidote_potion.sprite.00.png	1	1
Rejuv Potion	Rejuv Potion	rvs	misc	potion	full_rejuv_potion.sprite.00.png	1	1
Full Rejuv Potion	Full Rejuv Potion	rvl	misc	potion	full_rejuv_potion.sprite.00.png	1	1
Thawing Potion	Thawing Potion	wms	misc	potion	thawing_potion.sprite.00.png	1	1
Town Portal Book	Town Portal Book	tbk	misc	book	town_portal_book.sprite.00.png	1	2
Identify Book	Identify Book	ibk	misc	book	identify_book.sprite.00.png	1	2
amulet	amulet	amu	misc	amulet	amulet2.sprite.00.png	1	1
viper amulet	viper amulet	vip	misc	amulet	viper_amulet.sprite.00.png	1	1
ring	ring	rin	misc	ring	ring.sprite.00.png	1	1
gold	gold	gld	misc	gold	gold.sprite.00.png	1	1
Bark Scroll	Bark Scroll	bks	misc	quest	bark_scroll.sprite.00.png	2	2
deciphered Bark Scroll	deciphered Bark Scroll	bkd	misc	quest	bark_scroll.sprite.00.png	2	2
Arrows	Arrows	aqv	misc	quiver	arrows.sprite.00.png	1	3
Torch	Torch	tch	misc	torch	torch.sprite.00.png	1	2
Bolts	Bolts	cqv	misc	quiver	bolts.sprite.00.png	1	3
Town Portal Scroll	Town Portal Scroll	tsc	misc	scroll	town_portal_scroll.sprite.00.png	1	1
Identify Scroll	Identify Scroll	isc	misc	scroll	identify_scroll.sprite.00.png	1	1
Heart	Not used	hrt	misc	body_part	heart.sprite.00.png	1	1
Brain	Not used	brz	misc	body_part	brain.sprite.00.png	1	1
Jawbone	Not used	jaw	misc	body_part	jawbone.sprite.00.png	1	1
Eye	Not used	eyz	misc	body_part	eye.sprite.00.png	1	1
Horn	Not used	hrn	misc	body_part	horn.sprite.00.png	1	1
Tail	Not used	tal	misc	body_part	tail.sprite.00.png	1	1
Flag	Not used	flg	misc	body_part	flag.sprite.00.png	1	1
Fang	Not used	fng	misc	body_part	fang.sprite.00.png	1	1
Quill	Not used	qll	misc	body_part	quill.sprite.00.png	1	1
Soul	Not used	sol	misc	body_part	soul.sprite.00.png	1	1
Scalp	Not used	scz	misc	body_part	tail.sprite.00.png	1	1
Spleen	Not used	spe	misc	body_part	spleen.sprite.00.png	1	1
Skeleton Key	Skeleton Key	key	misc	key	skeleton_key.sprite.00.png	1	1
Mephisto Key	Mephisto Key	luv	misc	key	mephisto_key.sprite.00.png	1	2
scroll of self resurrect	scroll of self resurrect	xyz	misc	quest	scroll_of_self_resurrect.sprite.00.png	2	2
jade figurine	jade figurine	j34	misc	quest	jade_figurine.sprite.00.png	1	2
gold bird	gold bird	g34	misc	quest	gold_bird.sprite.00.png	1	2
lam esen's tome	lam esen's tome	bbb	misc	quest	lam_esens_tome.sprite.00.png	2	2
Horadric Cube	Horadric Cube	box	misc	quest	horadric_cube.sprite.00.png	2	2
Scroll of Horadric Quest Info	Scroll of Horadric Quest Info	tr1	misc	quest	scroll_of_horadric_quest_info.sprite.00.png	2	2
Mephisto SoulStone	Mephisto SoulStone	mss	misc	quest	mephisto_soul_stone.sprite.00.png	1	1
Book of Skill	Book of Skill	ass	misc	quest	book_of_skill.sprite.00.png	2	2
KhalimEye	KhalimEye	qey	misc	body_part	eye.sprite.00.png	1	1
KhalimHeart	KhalimHeart	qhr	misc	body_part	heart.sprite.00.png	1	1
KhalimBrain	KhalimBrain	qbr	misc	body_part	brain.sprite.00.png	1	1
Player Ear	Player Ear	ear	misc	body_part	player_ear.sprite.00.png	1	1
Chipped Amethyst	Chipped Amethyst	gcv	misc	gem	chipped_amethyst.sprite.00.png	1	1
Flawed Amethyst	Flawed Amethyst	gfv	misc	gem	flawed_amethyst.sprite.00.png	1	1
Amethyst	Amethyst	gsv	misc	gem	amethyst.sprite.00.png	1	1
Flawless Amethyst	Flawless Amethyst	gzv	misc	gem	flawless_amethyst.sprite.00.png	1	1
Perfect Amethyst	Perfect Amethyst	gpv	misc	gem	perfect_amethyst.sprite.00.png	1	1
Chipped Topaz	Chipped Topaz	gcy	misc	gem	chipped_topaz.sprite.00.png	1	1
Flawed Topaz	Flawed Topaz	gfy	misc	gem	flawed_topaz.sprite.00.png	1	1
Topaz	Topaz	gsy	misc	gem	topaz.sprite.00.png	1	1
Flawless Topaz	Flawless Topaz	gly	misc	gem	flawless_topaz.sprite.00.png	1	1
Perfect Topaz	Perfect Topaz	gpy	misc	gem	perfect_topaz.sprite.00.png	1	1
Chipped Saphire	Chipped Saphire	gcb	misc	gem	chipped_saphire.sprite.00.png	1	1
Flawed Saphire	Flawed Saphire	gfb	misc	gem	flawed_saphire.sprite.00.png	1	1
Saphire	Saphire	gsb	misc	gem	saphire.sprite.00.png	1	1
Flawless Saphire	Flawless Saphire	glb	misc	gem	flawless_saphire.sprite.00.png	1	1
Perfect Saphire	Perfect Saphire	gpb	misc	gem	perfect_saphire.sprite.00.png	1	1
Chipped Emerald	Chipped Emerald	gcg	misc	gem	chipped_emerald.sprite.00.png	1	1
Flawed Emerald	Flawed Emerald	gfg	misc	gem	flawed_emerald.sprite.00.png	1	1
Emerald	Emerald	gsg	misc	gem	emerald.sprite.00.png	1	1
Flawless Emerald	Flawless Emerald	glg	misc	gem	flawless_emerald.sprite.00.png	1	1
Perfect Emerald	Perfect Emerald	gpg	misc	gem	perfect_emerald.sprite.00.png	1	1
Chipped Ruby	Chipped Ruby	gcr	misc	gem	chipped_ruby.sprite.00.png	1	1
Flawed Ruby	Flawed Ruby	gfr	misc	gem	flawed_ruby.sprite.00.png	1	1
Ruby	Ruby	gsr	misc	gem	ruby.sprite.00.png	1	1
Flawless Ruby	Flawless Ruby	glr	misc	gem	flawless_ruby.sprite.00.png	1	1
Perfect Ruby	Perfect Ruby	gpr	misc	gem	perfect_ruby.sprite.00.png	1	1
Chipped Diamond	Chipped Diamond	gcw	misc	gem	chipped_diamond.sprite.00.png	1	1
Flawed Diamond	Flawed Diamond	gfw	misc	gem	flawed_diamond.sprite.00.png	1	1
Diamond	Diamond	gsw	misc	gem	diamond.sprite.00.png	1	1
Flawless Diamond	Flawless Diamond	glw	misc	gem	flawless_diamond.sprite.00.png	1	1
Perfect Diamond	Perfect Diamond	gpw	misc	gem	perfect_diamond.sprite.00.png	1	1
Lesser Healing Potion	Lesser Healing Potion	hp1	misc	potion	greater_healing_potion.sprite.00.png	1	1
Light Healing Potion	Light Healing Potion	hp2	misc	potion	greater_healing_potion.sprite.00.png	1	1
Healing Potion	Healing Potion	hp3	misc	potion	greater_healing_potion.sprite.00.png	1	1
Strong Healing Potion	Strong Healing Potion	hp4	misc	potion	greater_healing_potion.sprite.00.png	1	1
Greater Healing Potion	Greater Healing Potion	hp5	misc	potion	greater_healing_potion.sprite.00.png	1	1
Lesser Mana Potion	Lesser Mana Potion	mp1	misc	potion	greater_mana_potion.sprite.00.png	1	1
Light Mana Potion	Light Mana Potion	mp2	misc	potion	greater_mana_potion.sprite.00.png	1	1
Mana Potion	Mana Potion	mp3	misc	potion	greater_mana_potion.sprite.00.png	1	1
Strong Mana Potion	Strong Mana Potion	mp4	misc	potion	greater_mana_potion.sprite.00.png	1	1
Greater Mana Potion	Greater Mana Potion	mp5	misc	potion	greater_mana_potion.sprite.00.png	1	1
Chipped Skull	Chipped Skull	skc	misc	gem	chipped_skull.sprite.00.png	1	1
Flawed Skull	Flawed Skull	skf	misc	gem	flawed_skull.sprite.00.png	1	1
Skull	Skull	sku	misc	gem	skull.sprite.00.png	1	1
Flawless Skull	Flawless Skull	skl	misc	gem	flawless_skull.sprite.00.png	1	1
Perfect Skull	Perfect Skull	skz	misc	gem	perfect_skull.sprite.00.png	1	1
herb	herb	hrb	misc	herb	herb.sprite.00.png	1	1
Charm Small	Charm Small	cm1	misc	charm	charm_small.sprite.00.png	1	1
Charm Medium	Charm Medium	cm2	misc	charm	charm_medium.sprite.00.png	1	2
Charm Large	Charm Large	cm3	misc	charm	charm_large.sprite.00.png	1	3
Small Red Potion	Small Red Potion	rps	misc	potion	healing_potion.sprite.00.png	1	1
Large Red Potion	Large Red Potion	rpl	misc	potion	full_healing_potion.sprite.00.png	1	1
Small Blue Potion	Small Blue Potion	bps	misc	potion	mana_potion.sprite.00.png	1	1
Large Blue Potion	Large Blue Potion	bpl	misc	potion	full_mana_potion.sprite.00.png	1	1
El	El Rune	r01	misc	rune	el_rune.sprite.00.png	1	1
Eld	Eld Rune	r02	misc	rune	eld_rune.sprite.00.png	1	1
Tir	Tir Rune	r03	misc	rune	tir_rune.sprite.00.png	1	1
Nef	Nef Rune	r04	misc	rune	nef_rune.sprite.00.png	1	1
Eth	Eth Rune	r05	misc	rune	eth_rune.sprite.00.png	1	1
Ith	Ith Rune	r06	misc	rune	ith_rune.sprite.00.png	1	1
Tal	Tal Rune	r07	misc	rune	tal_rune.sprite.00.png	1	1
Ral	Ral Rune	r08	misc	rune	ral_rune.sprite.00.png	1	1
Ort	Ort Rune	r09	misc	rune	ort_rune.sprite.00.png	1	1
Thul	Thul Rune	r10	misc	rune	thul_rune.sprite.00.png	1	1
Amn	Amn Rune	r11	misc	rune	amn_rune.sprite.00.png	1	1
Sol	Sol Rune	r12	misc	rune	sol_rune.sprite.00.png	1	1
Shael	Shael Rune	r13	misc	rune	shael_rune.sprite.00.png	1	1
Dol	Dol Rune	r14	misc	rune	dol_rune.sprite.00.png	1	1
Hel	Hel Rune	r15	misc	rune	hel_rune.sprite.00.png	1	1
Io	Io Rune	r16	misc	rune	io_rune.sprite.00.png	1	1
Lum	Lum Rune	r17	misc	rune	lum_rune.sprite.00.png	1	1
Ko	Ko Rune	r18	misc	rune	ko_rune.sprite.00.png	1	1
Fal	Fal Rune	r19	misc	rune	fal_rune.sprite.00.png	1	1
Lem	Lem Rune	r20	misc	rune	lem_rune.sprite.00.png	1	1
Pul	Pul Rune	r21	misc	rune	pul_rune.sprite.00.png	1	1
Um	Um Rune	r22	misc	rune	um_rune.sprite.00.png	1	1
Mal	Mal Rune	r23	misc	rune	mal_rune.sprite.00.png	1	1
Ist	Ist Rune	r24	misc	rune	ist_rune.sprite.00.png	1	1
Gul	Gul Rune	r25	misc	rune	gul_rune.sprite.00.png	1	1
Vex	Vex Rune	r26	misc	rune	vex_rune.sprite.00.png	1	1
Ohm	Ohm Rune	r27	misc	rune	ohm_rune.sprite.00.png	1	1
Lo	Lo Rune	r28	misc	rune	lo_rune.sprite.00.png	1	1
Sur	Sur Rune	r29	misc	rune	sur_rune.sprite.00.png	1	1
Ber	Ber Rune	r30	misc	rune	ber_rune.sprite.00.png	1	1
Jah	Jah Rune	r31	misc	rune	jah_rune.sprite.00.png	1	1
Cham	Cham Rune	r32	misc	rune	cham_rune.sprite.00.png	1	1
Zod	Zod Rune	r33	misc	rune	zod_rune.sprite.00.png	1	1
Jewel	Jewel	jew	misc	gem	perfect_diamond6.sprite.00.png	1	1
ice	Maguffin	ice	misc	pd2		1	1
Scroll	Scroll	0sc	misc	quest	bark_scroll.sprite.00.png	2	2
Scroll of Malah - Boost Resistances	Scroll of Malah - Boost Resistances	tr2	misc	quest	bark_scroll.sprite.00.png	2	2
Pandemonium Key 1	Pandemonium Key 1	pk1	misc	key	mephisto_key.sprite.00.png	1	2
Pandemonium Key 2	Pandemonium Key 2	pk2	misc	key	mephisto_key.sprite.00.png	1	2
Pandemonium Key 3	Pandemonium Key 3	pk3	misc	key	mephisto_key.sprite.00.png	1	2
Diablo's Horn	Diablo's Horn	dhn	misc	body_part	horn.sprite.00.png	1	1
Baal's Eye	Baal's Eye	bey	misc	body_part	eye.sprite.00.png	1	1
Mephisto's Brain	Mephisto's Brain	mbr	misc	body_part	brain.sprite.00.png	1	1
Token of Absolution	Token of Absolution	toa	misc	quest	token_of_absolution.sprite.00.png	1	1
Twisted Essence of Suffering	Twisted Essence of Suffering	tes	misc	quest	twisted_essence_of_suffering.sprite.00.png	1	1
Charged Essense of Hatred	Charged Essense of Hatred	ceh	misc	quest	charged_essense_of_hatred.sprite.00.png	1	1
Burning Essence of Terror	Burning Essence of Terror	bet	misc	quest	burning_essence_of_terror.sprite.00.png	1	1
Festering Essence of Destruction	Festering Essence of Destruction	fed	misc	quest	festering_essence_of_destruction.sprite.00.png	1	1
Standard	Standard	std	misc	body_part	flag.sprite.00.png	1	1
Worldstone Shard	Worldstone Shard	wss	misc	pd2		1	1
Imbue Magic	Imbue Magic	imma	misc	pd2		1	1
Imbue Random	Imbue Random	imrn	misc	pd2		1	1
Imbue Rare	Imbue Rare	imra	misc	pd2		1	1
Reroll Rare	Reroll Rare	rera	misc	pd2		1	1
Scour	Scour	scou	misc	pd2		1	1
Upgrade Mag	Upgrade Mag	upma	misc	pd2		1	1
Upgrade Map	Upgrade Map	upmp	misc	pd2		1	1
Fortify Map	Fortify Map	fort	misc	pd2		1	1
Dungeon Scarab	Dungeon Scarab	scrb	misc	pd2		1	1
Puzzlebox	Puzzlebox	lbox	misc	pd2		1	1
Flawless Amethyst Stack	Flawless Amethyst Stack	gzvs	misc	gem	flawless_amethyst.sprite.00.png	1	1
Perfect Amethyst Stack	Perfect Amethyst Stack	gpvs	misc	gem	perfect_amethyst.sprite.00.png	1	1
Flawless Topaz Stack	Flawless Topaz Stack	glys	misc	gem	flawless_topaz.sprite.00.png	1	1
Perfect Topaz Stack	Perfect Topaz Stack	gpys	misc	gem	perfect_topaz.sprite.00.png	1	1
Flawless Saphire Stack	Flawless Saphire Stack	glbs	misc	gem	flawless_saphire.sprite.00.png	1	1
Perfect Saphire Stack	Perfect Saphire Stack	gpbs	misc	gem	perfect_saphire.sprite.00.png	1	1
Flawless Emerald Stack	Flawless Emerald Stack	glgs	misc	gem	flawless_emerald.sprite.00.png	1	1
Perfect Emerald Stack	Perfect Emerald Stack	gpgs	misc	gem	perfect_emerald.sprite.00.png	1	1
Flawless Ruby Stack	Flawless Ruby Stack	glrs	misc	gem	flawless_ruby.sprite.00.png	1	1
Perfect Ruby Stack	Perfect Ruby Stack	gprs	misc	gem	perfect_ruby.sprite.00.png	1	1
Flawless Diamond Stack	Flawless Diamond Stack	glws	misc	gem	flawless_diamond.sprite.00.png	1	1
Perfect Diamond Stack	Perfect Diamond Stack	gpws	misc	gem	perfect_diamond.sprite.00.png	1	1
Flawless Skull Stack	Flawless Skull Stack	skls	misc	gem	flawless_skull.sprite.00.png	1	1
